timestamp,YKBNK.E_price_change,ISCTR.E_entry_price,..seconds_later,ISCTR.E_exit_price,return
2022-04-08_07:55:10.000000,0.44345898004434225,9870,5,9870,0.0
2022-04-08_14:03:42.000000,0.43859649122806044,10020,5,10010,-0.09980039920159944
2022-04-08_14:49:00.000000,0.43290043290042934,10120,5,10120,0.0
2022-04-11_07:00:00.000000,0.6289308176100628,10110,0.171877,10190,0.7912957467853587
2022-04-11_07:00:01.000000,0.6289308176100628,10250,5,10240,-0.09756097560975618
2022-04-11_07:00:02.000000,0.6276150627614996,10250,5,10240,-0.09756097560975618
2022-04-11_07:00:03.000000,0.6289308176100628,10230,0.462364,10260,0.2932551319648091
2022-04-11_07:00:04.000000,0.41928721174004924,10230,0.140673,10260,0.2932551319648091
2022-04-11_07:00:05.000000,0.4184100418409997,10250,5,10240,-0.09756097560975618
2022-04-11_07:00:06.000000,0.4184100418409997,10240,5,10240,0.0
2022-04-11_07:00:07.000000,0.4184100418409997,10240,5,10240,0.0
2022-04-11_07:00:08.000000,0.4184100418409997,10240,5,10250,0.09765625
2022-04-11_07:00:31.000000,0.41753653444676075,10290,5,10290,0.0
2022-04-11_07:00:36.000000,0.41753653444676075,10290,0.794901,10320,0.291545189504383
2022-04-11_07:00:51.000000,0.4166666666666652,10300,5,10310,0.0970873786407811
2022-04-11_07:00:55.000000,0.4166666666666652,10310,5,10300,-0.09699321047527132
2022-04-11_07:01:15.000000,0.6198347107438051,10350,0.000735,10380,0.28985507246377384
2022-04-11_07:01:16.000000,5.084745762711873,10360,0.049837,10330,-0.28957528957529455
2022-04-11_07:01:17.000000,2.0618556701030855,10380,0.296259,10350,-0.28901734104046506
2022-04-11_07:01:18.000000,1.6460905349794164,10360,5,10360,0.0
2022-04-11_07:01:23.000000,0.40567951318457585,10360,5,10350,-0.09652509652510188
2022-04-11_07:01:24.000000,1.2320328542094527,10350,5,10350,0.0
2022-04-11_07:01:34.000000,0.40816326530612734,10330,0.465636,10360,0.2904162633107443
